file_name_actual,last updated,file_name,file_date,title,category,subcategory,tags,source_file_type,xfile_type,gfile_url,xfile_github_download_url,pdf_gdrive_url,pdf_github_url,conversion_input_file_type,conversion,license,tokens,words,notes,summary_short,h1_count
2021-04-20_FDA Fact Sheet - Sample Updated Fact Sheet for Health Care Providers.md,2026-03-04 by BA,2021-04-20_FDA Fact Sheet - Sample Updated Fact Sheet for Health Care Providers.md,2021-04-20,FDA Fact Sheet - Sample Updated Fact Sheet for Health Care Providers,regulatory,fda-policy,,pdf,NA,NA,NA,https://drive.google.com/file/d/1EL5kfQsyIGs57SDK8lm-9LWnwr41Fgtv,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-04-20_FDA%20Fact%20Sheet%20-%20Sample%20Updated%20Fact%20Sheet%20for%20Health%20Care%20Providers.pdf,pdf,claude,Public Domain,2458,1692,,"The FDA “Sample Updated Fact Sheet for Health Care Providers” is a fill-in template that EUA test sponsors use to communicate authorized use, specimen types, and key interpretation guidance for a COVID-19 diagnostic test. It provides standardized language on what positive and negative results mean (including limitations for asymptomatic and pooled testing), biosafety and specimen handling considerations, EUA status, and reporting requirements. It helps ensure consistent, compliant provider-facing instructions and risk/benefit disclosures across EUA-authorized tests.",0
2021-04-20_FDA Fact Sheet - Sample Updated Fact Sheet for Patients.md,2026-03-04 by BA,2021-04-20_FDA Fact Sheet - Sample Updated Fact Sheet for Patients.md,2021-04-20,FDA Fact Sheet - Sample Updated Fact Sheet for Patients,regulatory,fda-policy,,pdf,NA,NA,NA,https://drive.google.com/file/d/1PLLYvCrnxebmuK4V06Fd6f_VjwnbZobM,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-04-20_FDA%20Fact%20Sheet%20-%20Sample%20Updated%20Fact%20Sheet%20for%20Patients.pdf,pdf,claude,Public Domain,1652,1273,,"The FDA “Sample Updated Fact Sheet for Patients” is a standardized, fill-in template that EUA test sponsors provide to individuals whose samples were tested for COVID-19 with an authorized device. It explains what the test is, why someone may be tested (including serial and pooled testing), and what positive or negative results mean, including the risks of false positives/negatives and recommended follow-up actions. It supports clear patient-facing communication of EUA status, benefits/limitations, and where to find additional public health guidance.",0
2021-04-20_FDA Letter - Amendment Letter.md,2026-03-04 by BA,2021-04-20_FDA Letter - Amendment Letter.md,2021-04-20,FDA Letter - Amendment Letter,regulatory,fda-policy,,pdf,NA,NA,NA,https://drive.google.com/file/d/1j5PHj5Ukp0M4RfIlJL03CkOGzitr2_gY,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-04-20_FDA%20Letter%20-%20Amendment%20Letter.pdf,pdf,megaparse-v,Public Domain,10719,8628,,"The FDA “Amendment Letter” (April 20, 2021) authorizes certain EUA RT-PCR molecular tests to add screening indications using pooled anterior nasal specimens when deployed in serial testing programs (typically at least weekly), with appendices specifying pooling type (swab vs. media) and maximum pool sizes (e.g., up to 3, 5, or 10). It defines eligibility criteria for which EUAs can be amended, the required validation/notification package for inclusion on FDA’s Exhibit 1 list, and detailed conditions for developers and CLIA high-complexity laboratories (including follow-up for positive/invalid pools, reporting language, and positivity-rate monitoring). It also prescribes required updates to provider and patient fact sheets to address presumptive positives from pools and the limitations of negative results in asymptomatic and pooled testing.",0
2021-04-20_FDA Website - Pooling and Serial Testing Amendment.md,2026-03-04 by BA,2021-04-20_FDA Website - Pooling and Serial Testing Amendment.md,2021-04-20,FDA Website - Pooling and Serial Testing Amendment,regulatory,fda-policy,,website,NA,NA,NA,NA,NA,docx,manual cut and paste,Public Domain,404,298,date converted 2024-03-27,"The Pooling and Serial Testing Amendment explains FDA’s April 20, 2021 amendment that allowed certain authorized molecular SARS-CoV-2 tests to use pooled anterior nasal specimens from asymptomatic individuals within serial testing programs after developers submit a complete notification and validation documentation. It specifies CLIA high-complexity laboratory limitations and describes how authorized pooling parameters vary by appendix (pool sizes up to 3, 5, or 10 and media vs. swab pooling). It also clarifies that FDA adding a test to the exhibit/list reflects receipt of required documentation and does not necessarily indicate FDA review of the underlying validation data.",0
2021-09-23_FDA Letter - Viral Mutation Revision Letter.md,2026-03-04 by BA,2021-09-23_FDA Letter - Viral Mutation Revision Letter.md,2021-09-23,FDA Letter - Viral Mutation Revision Letter,regulatory,fda-policy,,pdf,NA,NA,NA,https://drive.google.com/file/d/1gZNI6dqEWCLUV53lH6YIuPVIjQ9K8hxZ,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-09-23_FDA%20Letter%20-%20Viral%20Mutation%20Revision%20Letter.pdf,pdf,megaparse-v,Public Domain,2666,1664,,"The FDA “Viral Mutation Revision Letter” (September 23, 2021) adds new EUA Conditions of Authorization for certain molecular, antigen, and serology COVID-19 IVDs to address potential performance impacts from emerging SARS-CoV-2 variants. It requires developers to update authorized labeling within a defined timeframe to include variant-related limitations, conduct ongoing evaluations of mutation impacts (including multi-analyte targets), and rapidly notify FDA and implement additional risk-mitigation labeling if concerns arise. It is used to standardize post-authorization surveillance and communication about variant-driven performance changes across EUA-authorized tests.",0
2021-09-23_FDA Website - Revision Concerning Viral Mutations.md,2026-03-04 by BA,2021-09-23_FDA Website - Revision Concerning Viral Mutations.md,2021-09-23,FDA Website - Revision Concerning Viral Mutations,regulatory,fda-policy,,website,NA,NA,NA,NA,NA,docx,manual cut and paste,Public Domain,435,284,date converted 2024-03-27,"The Revision Concerning Viral Mutations summarizes FDA’s September 23, 2021 update to certain molecular, antigen, and serology COVID-19 test EUAs adding new Conditions of Authorization to address emerging SARS-CoV-2 variants. It requires EUA holders to monitor viral mutations for potential performance impacts, communicate identified risks to FDA and end users, and update and submit revised labeling within three months. The change was intended to reduce false negatives linked to decreased sensitivity or non-reactivity from new mutations, with specific exclusions for some EUA categories.",0
2021-10-06_FDA Template - For Developers of Molecular Diagnostic Tests.md,2026-03-04 by BA,2021-10-06_FDA Template - For Developers of Molecular Diagnostic Tests.md,2021-10-06,FDA Template - For Developers of Molecular Diagnostic Tests,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/1APPBLs59clpaOt2qBMzYbHVXvFpqkJas,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2021-10-06_FDA%20Template%20-%20For%20Developers%20of%20Molecular%20Diagnostic%20Tests.docx,https://drive.google.com/file/d/1xQ8iaicJm2rzOVlw351yDv5gKlFahDqc,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-10-06_FDA%20Template%20-%20For%20Developers%20of%20Molecular%20Diagnostic%20Tests.pdf,docx,pandoc,Public Domain,31076,20940,,"The FDA “Template for Developers of Molecular Diagnostic Tests” is a detailed pre-EUA/EUA submission template outlining recommended validation, clinical study design, and labeling content for SARS-CoV-2 molecular diagnostics. It covers core analytical studies (LoD, inclusivity/variant monitoring, cross-reactivity, interference, stability), clinical performance expectations for symptomatic and asymptomatic screening populations, and requirements for pooled testing, including validation approaches and ongoing pooling monitoring/re-assessment. It is used by developers to structure submissions and align evidence packages with FDA review criteria, including manufacturing, software, reporting, and post-authorization obligations.",0
2021-10-25_FDA Template - Supplemental Template for Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Screening with Serial Testing.md,2026-03-04 by BA,2021-10-25_FDA Template - Supplemental Template for Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Screening with Serial Testing.md,2021-10-25,FDA Template - Supplemental Template for Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Screening with Serial Testing,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/1gvgvAbMp-_Wt1052LgnBYHXZPFyNsQlv,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2021-10-25_FDA%20Template%20-%20Supplemental%20Template%20for%20Developers%20of%20Molecular%20and%20Antigen%20Diagnostic%20COVID-19%20Tests%20for%20Screening%20with%20Serial%20Testing.docx,https://drive.google.com/file/d/1HbLhhdrodfUARlyXtCY0tBF8z-oPFI2A,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-10-25_FDA%20Template%20-%20Supplemental%20Template%20for%20Developers%20of%20Molecular%20and%20Antigen%20Diagnostic%20COVID-19%20Tests%20for%20Screening%20with%20Serial%20Testing.pdf,docx,pandoc,Public Domain,2420,1565,,"The FDA “Supplemental Template for Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Screening with Serial Testing” provides recommendations for supporting EUA screening claims that rely on repeat testing rather than pre-authorization asymptomatic studies. It specifies expected serial testing intervals, minimum clinical performance thresholds in symptomatic populations, post-authorization study obligations for asymptomatic performance, and labeling requirements for serial, POC, and at-home use. It is used alongside primary molecular or antigen EUA templates to structure submissions and labeling for serial screening programs.",0
2021-11-09_FDA Template - For Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Home Use.md,2026-03-04 by BA,2021-11-09_FDA Template - For Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Home Use.md,2021-11-09,FDA Template - For Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Home Use,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/14JA_n_w-eB6BQFbq5l4mBDA28Fb7uP5s,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2021-11-09_FDA%20Template%20-%20For%20Developers%20of%20Molecular%20and%20Antigen%20Diagnostic%20COVID-19%20Tests%20for%20Home%20Use.docx,https://drive.google.com/file/d/1s_gKxPpC4qxEtUQJHjaIdeW_k4GGvBXr,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-11-09_FDA%20Template%20-%20For%20Developers%20of%20Molecular%20and%20Antigen%20Diagnostic%20COVID-19%20Tests%20for%20Home%20Use.pdf,docx,pandoc,Public Domain,10768,7412,,"The FDA “Template for Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Home Use” outlines recommended validation and labeling for SARS-CoV-2 tests intended for self-testing at home and other non-laboratory settings, including OTC and prescription pathways. It specifies expected analytical and clinical performance evidence plus home-use specific studies such as usability, user comprehension, flex/robustness testing, and software/mobile-app validation and reporting workflows. It is used by test developers to structure pre-EUA/EUA submissions and create clear, low-reading-level instructions, packaging, and mitigations appropriate for lay users.",0
2021-11-15_FDA Fact Sheet - Fact Sheet for Health Care Providers Template.md,2026-03-04 by BA,2021-11-15_FDA Fact Sheet - Fact Sheet for Health Care Providers Template.md,2021-11-15,FDA Fact Sheet - Fact Sheet for Health Care Providers Template,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/1z89Vls227zXt8-XD3KID4OYRZWMjgFZH,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2021-11-15_FDA%20Fact%20Sheet%20-%20Fact%20Sheet%20for%20Health%20Care%20Providers%20Template.docx,https://drive.google.com/file/d/1KrfwKAHzjWluT23JNvaWm28NY7idzlzM,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-11-15_FDA%20Fact%20Sheet%20-%20Fact%20Sheet%20for%20Health%20Care%20Providers%20Template.pdf,docx,pandoc,Public Domain,2806,1814,,"The FDA “Fact Sheet for Health Care Providers Template” (v1.0, Nov 15, 2021) is a standardized, fill-in document for EUA-authorized COVID-19 tests that explains authorized use (including serial testing in individuals with or without symptoms), specimen type, and key result interpretation and reporting expectations. It includes required language on false positives/negatives, considerations for asymptomatic testing, optional pooling and home-collection language, and a variant-performance limitation statement. It helps test sponsors and high-complexity laboratories produce consistent provider-facing labeling that aligns with EUA conditions and public health reporting needs.",0
2021-11-15_FDA Fact Sheet - Fact Sheet for Healthcare Providers.md,2026-03-04 by BA,2021-11-15_FDA Fact Sheet - Fact Sheet for Healthcare Providers.md,2021-11-15,FDA Fact Sheet - Fact Sheet for Healthcare Providers,regulatory,fda-policy,,pdf,NA,NA,NA,https://drive.google.com/file/d/1XVkWqGSIzELmcylCR4lSIPlc8NVI62Cv,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-11-15_FDA%20Fact%20Sheet%20-%20Fact%20Sheet%20for%20Healthcare%20Providers.pdf,pdf,megaparse-v,Public Domain,2447,1457,,"The FDA “Fact Sheet for Healthcare Providers – Molecular Laboratory Developed Test (LDT) COVID-19 Authorized Tests” (updated Nov 15, 2021) provides standardized provider-facing risk/benefit, intended-use, and result-interpretation language for EUA-authorized molecular LDTs used on respiratory specimens from individuals suspected of COVID-19. It explains what positive and negative results mean, highlights false positive/false negative risks and variant-related performance limitations, and reiterates CLIA high-complexity and public health reporting expectations. It supports consistent communication to clinicians across laboratories operating under the molecular LDT umbrella EUA.",0
2021-11-15_FDA Fact Sheet - Fact Sheet for Patients Template.md,2026-03-04 by BA,2021-11-15_FDA Fact Sheet - Fact Sheet for Patients Template.md,2021-11-15,FDA Fact Sheet - Fact Sheet for Patients Template,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/1buxdsyDhN_T_c6FVW3PIPMM_duc8Nnv4,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2021-11-15_FDA%20Fact%20Sheet%20-%20Fact%20Sheet%20for%20Patients%20Template.docx,https://drive.google.com/file/d/1NIqDxLqy-csW9Upw2VhSpQtXYZ90LoM7,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-11-15_FDA%20Fact%20Sheet%20-%20Fact%20Sheet%20for%20Patients%20Template.pdf,docx,pandoc,Public Domain,1791,1327,,"The FDA “Fact Sheet for Patients Template” (v1.0, Nov 15, 2021) is a fill-in patient-facing document for EUA-authorized COVID-19 testing that explains what the test is, why someone may be tested (including serial testing), and how to interpret positive and negative results. It includes optional standardized language for pooled testing, follow-up and emergency-care guidance, and required EUA status and alternatives statements tied to the umbrella EUA for serial testing. It helps labs and test sponsors provide consistent, plain-language risk/benefit and next-step instructions to individuals receiving results.",0
